<TICKER>,<DATA>,<VOLUME>,<ABERTURA>,<MAXIMO>,<MINIMO>,<FECHO>
PTC,20051213,3951900,68.528,68.528,67.275,67.609
PTC,20051214,7183700,67.776,69.531,67.275,69.531
PTC,20051215,10262300,69.698,72.623,69.197,72.623
PTC,20051216,6210700,72.122,72.539,70.450,71.035
PTC,20051219,2914600,70.701,70.701,69.447,70.032
PTC,20051220,3674500,69.614,69.614,68.612,68.946
PTC,20051221,2786500,69.280,70.784,68.946,70.701
PTC,20051222,3118300,70.534,71.787,70.367,70.952
PTC,20051223,1702400,71.369,71.620,70.952,71.202
PTC,20051227,1136500,71.119,71.620,70.868,70.868
PTC,20051228,911100,71.202,71.369,70.868,70.868
PTC,20051229,5939400,70.952,71.286,70.868,71.286
PTC,20051230,1126500,71.286,71.620,71.119,71.453
PTC,20060102,359600,71.286,71.620,71.286,71.369
PTC,20060103,5128300,71.119,73.292,71.119,73.124
PTC,20060104,5089600,73.459,74.378,73.459,74.127
PTC,20060105,5515800,73.793,74.545,73.459,73.626
PTC,20060106,4169700,73.292,73.793,72.539,73.041
PTC,20060109,4924000,72.874,73.375,71.954,73.208
PTC,20060110,2346400,73.375,73.375,72.289,72.456
PTC,20060111,3516600,72.539,72.957,72.122,72.623
PTC,20060112,7294900,71.954,72.289,70.868,70.868
PTC,20060113,5044600,71.202,71.954,70.952,71.202
PTC,20060116,2594500,71.704,72.289,71.453,72.205
PTC,20060117,5205600,71.787,72.038,71.035,71.035
PTC,20060118,5627300,70.199,70.784,69.782,70.283
PTC,20060119,4198900,70.952,71.286,69.531,70.032
PTC,20060120,4369700,70.199,70.450,68.779,68.862
PTC,20060123,4279800,68.528,69.865,67.943,69.364
PTC,20060124,3424200,70.032,70.199,68.277,68.946
PTC,20060125,3585400,69.029,69.113,68.110,68.277
PTC,20060126,3437900,68.528,69.113,68.277,68.277
PTC,20060127,2788700,68.612,68.862,67.943,67.943
PTC,20060130,2110200,68.027,68.862,67.692,68.862
PTC,20060131,5117300,68.695,69.364,68.277,69.029
PTC,20060201,3753400,69.280,69.949,69.113,69.949
PTC,20060202,9579500,70.032,70.534,67.525,67.609
PTC,20060203,7587700,67.776,68.528,67.191,68.528
PTC,20060206,3380500,68.444,68.695,67.692,68.361
PTC,20060207,82651800,83.571,83.571,79.476,80.980
PTC,20060208,31168600,81.482,82.735,80.813,81.064
PTC,20060209,17782800,81.231,81.649,79.977,80.061
PTC,20060210,11851300,80.228,80.479,79.894,80.312
PTC,20060213,10258300,80.312,80.729,79.977,79.977
PTC,20060214,21893900,80.144,81.314,80.144,81.147
PTC,20060215,8052700,81.231,82.067,81.147,81.565
PTC,20060216,6894400,81.649,82.067,81.147,81.816
PTC,20060217,14008400,81.899,82.735,81.565,81.565
PTC,20060220,2543800,81.565,81.899,80.980,81.816
PTC,20060221,6037600,81.565,82.150,81.231,81.482
PTC,20060222,5338400,81.314,81.732,81.147,81.398
PTC,20060223,10741900,81.398,81.649,81.231,81.231
PTC,20060224,9347500,81.398,81.565,81.231,81.482
PTC,20060227,3497500,81.482,81.565,81.147,81.482
PTC,20060228,8085000,81.482,81.482,81.064,81.064
PTC,20060301,16556600,81.314,81.314,80.729,81.064
PTC,20060302,7580700,80.980,81.398,80.980,81.064
PTC,20060303,12707200,81.147,81.816,81.147,81.398
PTC,20060306,13057600,81.482,82.568,81.398,82.568
PTC,20060307,7176600,82.735,83.069,81.649,82.234
PTC,20060308,13132200,82.067,82.652,82.067,82.401
PTC,20060309,2919100,82.568,82.568,81.899,81.983
PTC,20060310,10140300,83.320,83.822,82.317,82.484
PTC,20060313,11375800,82.819,84.239,82.819,84.072
PTC,20060314,8495600,83.989,84.239,83.404,83.822
PTC,20060315,5212200,83.822,84.407,83.822,84.156
PTC,20060316,2895400,84.156,84.407,83.989,84.239
PTC,20060317,3649900,84.407,84.407,83.989,84.072
PTC,20060320,3680800,84.072,84.490,84.072,84.407
PTC,20060321,4205500,84.239,84.824,84.156,84.824
PTC,20060322,9822600,84.490,87.248,84.323,85.994
PTC,20060323,3348600,86.078,86.412,85.409,85.409
PTC,20060324,3396500,85.577,85.827,84.574,85.075
PTC,20060327,3008500,85.242,85.577,85.159,85.326
PTC,20060328,5925600,85.242,85.242,83.905,84.490
PTC,20060329,6023800,84.407,84.992,83.905,84.574
PTC,20060330,4219900,84.824,84.908,84.072,84.156
PTC,20060331,5811700,84.156,84.490,83.571,83.654
PTC,20060403,5610400,84.156,84.992,84.072,84.824
PTC,20060404,2246400,84.824,85.577,84.741,84.824
PTC,20060405,3203900,84.824,85.159,84.407,84.992
PTC,20060406,2159200,85.242,85.326,84.323,84.824
PTC,20060407,5901600,85.075,85.493,84.657,85.075
PTC,20060410,1654200,84.824,85.242,84.323,84.657
PTC,20060411,5180700,84.657,85.159,84.323,84.824
PTC,20060412,3010700,84.824,84.824,84.239,84.407
PTC,20060413,2208700,84.407,84.824,84.072,84.741
PTC,20060418,1826500,84.323,84.908,84.323,84.657
PTC,20060419,2357800,84.824,85.075,84.574,84.992
PTC,20060420,3852700,84.908,85.075,84.407,84.407
PTC,20060421,1849300,84.741,84.824,84.407,84.407
PTC,20060424,737500,84.490,84.908,84.490,84.657
PTC,20060425,2517800,84.574,84.741,84.239,84.407
PTC,20060426,5596600,84.239,84.574,83.905,84.239
PTC,20060427,2630100,84.156,84.490,84.072,84.156
PTC,20060428,7788700,84.156,84.490,84.072,84.323
PTC,20060502,1593800,84.407,84.574,83.989,83.989
PTC,20060503,10175200,84.072,84.239,83.738,83.738
PTC,20060504,4210200,83.905,84.072,83.571,83.738
PTC,20060505,8981500,83.654,83.738,82.735,82.819
PTC,20060508,5017600,82.819,83.153,82.317,82.568
PTC,20060509,4537700,82.484,82.986,82.317,82.819
PTC,20060510,8849500,82.986,83.320,82.568,82.735
PTC,20060511,8780800,82.819,83.237,82.652,82.902
PTC,20060512,8499400,82.986,82.986,82.652,82.735
PTC,20060515,9279800,82.568,83.069,81.899,82.568
PTC,20060516,4643600,79.058,79.058,78.473,78.724
PTC,20060517,2429200,78.724,78.891,77.888,78.139
PTC,20060518,9069600,78.389,78.640,78.306,78.557
PTC,20060519,6214000,78.389,78.640,78.389,78.473
PTC,20060522,3725500,78.389,78.557,78.306,78.389
PTC,20060523,3416400,78.473,78.473,78.139,78.222
PTC,20060524,5891400,78.222,78.389,77.136,77.387
PTC,20060525,11979000,77.219,77.721,76.969,77.052
PTC,20060526,11540400,77.387,77.888,77.387,77.637
PTC,20060529,867100,77.804,77.804,77.470,77.804
PTC,20060530,1278700,77.972,77.972,77.470,77.470
PTC,20060531,2563000,77.470,77.637,76.551,76.551
PTC,20060601,2856100,76.551,77.888,76.551,77.637
PTC,20060602,9807000,78.640,81.398,78.557,80.395
PTC,20060605,3736000,80.395,80.479,79.559,80.228
PTC,20060606,3047100,79.225,80.479,79.058,79.894
PTC,20060607,6626100,80.228,81.899,79.977,81.482
PTC,20060608,3759100,80.646,80.897,79.977,79.977
PTC,20060609,904600,80.395,80.729,80.061,80.144
PTC,20060612,1027500,80.144,80.479,79.810,80.061
PTC,20060613,4775500,79.225,79.643,78.389,78.473
PTC,20060614,12996800,78.473,78.807,78.222,78.473
PTC,20060615,0,78.640,78.724,78.222,78.473
PTC,20060616,0,78.640,78.807,77.721,78.139
PTC,20060619,1658100,78.557,78.557,77.972,78.306
PTC,20060620,1626300,78.055,78.557,78.055,78.222
PTC,20060621,1729900,78.389,78.473,78.222,78.389
PTC,20060622,2659100,78.724,79.476,78.724,79.476
PTC,20060623,2718400,79.727,79.727,79.225,79.643
PTC,20060626,1579600,79.727,79.810,78.974,79.058
PTC,20060627,2000200,79.309,79.559,78.724,78.807
PTC,20060628,1463300,78.557,78.640,78.139,78.306
PTC,20060629,1459100,78.640,78.807,78.389,78.473
PTC,20060630,1996900,79.058,79.058,78.640,78.891
PTC,20060703,1950500,79.058,79.225,78.724,79.142
PTC,20060704,582400,78.974,79.309,78.974,79.225
PTC,20060705,1301900,79.058,79.309,78.891,79.225
PTC,20060706,3161300,79.309,79.810,78.807,79.810
PTC,20060707,3621100,79.476,80.228,79.225,79.894
PTC,20060710,2221700,79.559,79.894,79.559,79.810
PTC,20060711,4642300,80.228,80.479,79.559,79.810
PTC,20060712,1968100,79.727,79.894,79.392,79.727
PTC,20060713,8715500,79.559,79.977,79.476,79.643
PTC,20060714,3684600,79.559,79.810,79.225,79.392
PTC,20060717,2451100,79.392,79.810,79.142,79.727
PTC,20060718,2328100,79.727,79.810,79.392,79.810
PTC,20060719,12082500,79.810,80.228,79.810,80.228
PTC,20060720,1520900,80.228,80.562,79.810,80.479
PTC,20060721,7175500,80.228,80.562,79.727,80.061
PTC,20060724,2433100,79.810,80.312,79.810,80.228
PTC,20060725,5197400,80.395,80.980,80.144,80.980
PTC,20060726,2262900,80.729,80.980,80.562,80.897
PTC,20060727,2481400,80.980,81.482,80.813,81.482
PTC,20060728,9382900,81.147,81.482,80.980,81.231
PTC,20060731,2105500,81.314,81.398,80.980,81.231
PTC,20060801,1728800,81.398,81.732,81.314,81.482
PTC,20060802,3206600,81.649,82.317,81.565,82.317
PTC,20060803,11216400,82.150,83.153,81.816,81.983
PTC,20060804,6974800,82.150,82.150,81.314,81.482
PTC,20060807,2696300,81.314,82.234,81.314,82.067
PTC,20060808,2281200,82.234,82.401,81.983,82.317
PTC,20060809,9935000,82.317,82.819,82.317,82.735
PTC,20060810,4488400,82.234,82.735,82.234,82.568
PTC,20060811,9393100,82.401,83.320,82.234,82.317
PTC,20060814,1833400,82.652,82.652,82.067,82.067
PTC,20060815,2409800,82.067,82.234,81.899,82.067
PTC,20060816,3605600,82.067,82.484,81.899,82.317
PTC,20060817,4083300,82.150,82.401,81.398,81.649
PTC,20060818,4078100,81.649,81.983,81.482,81.983
PTC,20060821,1334400,82.067,82.067,81.482,81.482
PTC,20060822,1033000,81.565,81.983,81.398,81.983
PTC,20060823,1347800,81.983,82.401,81.565,81.565
PTC,20060824,953400,81.732,81.983,81.649,81.983
PTC,20060825,650100,81.899,82.150,81.649,81.732
PTC,20060828,2154000,82.401,82.902,82.067,82.735
PTC,20060829,861100,82.735,82.735,82.150,82.317
PTC,20060830,1020500,82.484,82.484,81.983,82.234
PTC,20060831,3374300,82.234,82.484,81.899,81.983
PTC,20060901,1701500,81.983,82.401,81.983,82.317
PTC,20060904,2851300,82.317,82.568,82.234,82.484
PTC,20060905,2662900,82.568,82.568,81.983,82.234
PTC,20060906,2475600,82.234,82.568,82.067,82.568
PTC,20060907,863500,82.568,82.568,82.150,82.317
PTC,20060908,2234000,82.150,82.568,82.150,82.401
PTC,20060911,1967600,82.401,82.401,81.899,81.899
PTC,20060912,2648200,81.899,82.067,81.649,81.732
PTC,20060913,2112600,81.816,82.150,81.649,81.899
PTC,20060914,2776600,81.732,82.067,81.482,81.565
PTC,20060915,3708800,81.649,81.649,81.064,81.231
PTC,20060918,1911500,81.314,81.482,80.897,81.482
PTC,20060919,1375200,81.398,81.816,81.398,81.816
PTC,20060920,4362600,81.983,82.484,81.816,82.317
PTC,20060921,3462000,82.401,82.735,82.317,82.317
PTC,20060922,2581600,82.317,82.652,82.234,82.484
PTC,20060925,10338000,82.652,82.652,81.064,81.147
PTC,20060926,7611300,80.729,81.231,80.479,81.064
PTC,20060927,3574800,81.482,81.482,80.395,80.646
PTC,20060928,15606900,81.816,82.652,81.732,82.652
PTC,20060929,4554200,82.568,82.568,82.234,82.317
PTC,20061002,2496600,81.899,82.150,81.732,81.816
PTC,20061003,3122400,81.732,82.234,81.732,81.899
PTC,20061004,7468200,82.150,82.234,81.983,82.067
PTC,20061005,1554900,82.234,82.317,82.067,82.317
PTC,20061006,2201800,82.317,82.317,82.067,82.150
PTC,20061009,2201400,82.150,82.568,82.067,82.568
PTC,20061010,4344900,82.150,82.234,81.732,82.150
PTC,20061011,2847500,82.234,82.234,81.983,82.067
PTC,20061012,1368800,82.067,82.234,81.983,82.234
PTC,20061013,1357400,82.234,82.317,82.067,82.234
PTC,20061016,1045100,82.317,82.317,82.067,82.234
PTC,20061017,2008400,82.317,82.401,82.150,82.317
PTC,20061018,3685500,82.234,82.234,81.231,81.816
PTC,20061019,5517700,81.732,81.732,81.398,81.482
PTC,20061020,3572000,81.899,81.983,81.314,81.482
PTC,20061023,1748000,81.649,81.649,81.231,81.231
PTC,20061024,7740200,81.231,81.231,80.813,81.064
PTC,20061025,2626500,81.231,81.732,80.980,81.482
PTC,20061026,3866700,81.231,81.732,80.980,81.398
PTC,20061027,1826900,81.231,81.565,81.064,81.565
PTC,20061030,1880500,81.398,81.649,81.398,81.649
PTC,20061031,2445700,81.649,81.649,81.482,81.565
PTC,20061101,2231800,81.649,81.816,81.398,81.732
PTC,20061102,1249300,81.732,81.899,81.649,81.899
PTC,20061103,1518400,81.732,82.401,81.732,81.983
PTC,20061106,3458900,82.317,82.401,81.649,81.983
PTC,20061107,1500300,81.899,81.983,81.482,81.649
PTC,20061108,2454900,81.565,81.732,81.314,81.482
PTC,20061109,1654600,81.398,81.732,81.398,81.649
PTC,20061110,1889000,81.482,81.732,81.398,81.565
PTC,20061113,1755600,81.482,81.565,81.231,81.314
PTC,20061114,2356500,81.398,81.899,81.398,81.732
PTC,20061115,2012800,81.565,81.732,81.398,81.565
PTC,20061116,1856600,81.649,81.732,81.398,81.565
PTC,20061117,1901500,81.482,81.899,81.482,81.899
PTC,20061120,1814500,81.816,81.816,81.482,81.482
PTC,20061121,1729600,81.482,81.565,81.398,81.565
PTC,20061122,2864100,81.649,81.649,80.980,81.147
PTC,20061123,1717200,81.147,81.231,81.064,81.231
PTC,20061124,1709500,81.231,81.398,81.064,81.314
PTC,20061127,438600,81.314,81.482,81.147,81.231
PTC,20061128,5379800,81.147,81.398,80.980,80.980
PTC,20061129,2390300,80.980,81.314,80.813,81.064
PTC,20061130,2371100,81.231,81.314,80.729,81.231
PTC,20061201,3296300,81.064,81.314,80.479,80.646
PTC,20061204,1166700,80.729,80.980,80.646,80.646
PTC,20061205,2221900,80.813,81.231,80.562,80.813
PTC,20061206,2895900,81.314,81.732,80.897,81.732
PTC,20061207,3312400,81.816,81.899,81.398,81.732
PTC,20061208,2560600,81.649,81.649,81.398,81.565
PTC,20061211,2078900,81.816,81.816,81.482,81.649
PTC,20061212,2532200,81.482,81.899,81.482,81.816
PTC,20061213,4659100,81.816,81.983,81.649,81.983
PTC,20061214,3445800,81.983,82.067,81.565,81.816
PTC,20061215,3600900,81.816,82.067,81.565,81.899
PTC,20061218,1430400,82.067,82.067,81.816,82.067
PTC,20061219,1038300,82.067,82.067,81.899,81.899
PTC,20061220,1763500,82.067,82.067,81.816,81.899
PTC,20061221,3264800,82.150,82.986,82.067,82.735
PTC,20061222,1081300,82.484,82.652,81.816,81.983
PTC,20061227,3427600,81.565,82.150,81.398,81.649
PTC,20061228,5365300,81.649,82.150,81.565,81.983
PTC,20061229,1610000,82.067,82.401,81.899,82.234
PTC,20070102,1018500,81.732,82.401,81.732,82.234
PTC,20070103,1952300,82.234,82.317,81.899,81.899
PTC,20070104,5508000,82.234,82.652,82.067,82.568
PTC,20070105,2980400,82.484,82.902,82.317,82.735
PTC,20070108,7171500,82.735,83.905,82.735,83.571
PTC,20070109,10026000,83.571,84.156,83.487,83.905
PTC,20070110,7577300,83.822,83.989,83.153,83.571
PTC,20070111,4223000,83.571,84.657,83.571,84.657
PTC,20070112,9226300,84.407,86.329,84.407,85.242
PTC,20070115,3116200,85.493,85.577,84.657,85.075
PTC,20070116,3396800,84.824,85.242,83.989,84.574
PTC,20070117,3668400,84.741,85.075,84.657,84.992
PTC,20070118,7377700,85.242,85.911,84.992,85.577
PTC,20070119,2858200,85.409,85.994,84.908,85.994
PTC,20070122,3170700,85.911,85.994,84.992,85.577
PTC,20070123,3690300,85.159,85.493,84.657,84.992
PTC,20070124,3523400,84.908,85.326,84.908,85.159
PTC,20070125,1985500,85.159,85.409,84.992,85.242
PTC,20070126,1108600,85.242,85.409,85.159,85.409
PTC,20070129,1793500,85.075,85.493,84.824,85.242
PTC,20070130,3030500,85.242,85.493,84.407,84.992
PTC,20070131,8426100,84.657,85.159,81.649,85.075
PTC,20070201,10096500,85.075,85.911,85.075,85.660
PTC,20070202,3358400,85.493,85.744,85.409,85.409
PTC,20070205,3295600,85.493,85.827,85.493,85.744
PTC,20070206,3211800,85.827,85.827,85.493,85.493
PTC,20070207,4913500,85.827,85.827,84.407,85.159
PTC,20070208,3839100,85.660,86.078,85.242,85.744
PTC,20070209,12705800,86.078,86.078,85.075,85.242
PTC,20070212,7712600,85.242,85.242,84.490,84.490
PTC,20070213,9457100,84.824,85.075,84.490,84.490
PTC,20070214,13785500,84.824,86.078,84.407,85.326
PTC,20070215,10327000,85.660,85.994,85.493,85.994
PTC,20070216,81493400,86.663,86.914,85.326,85.577
PTC,20070219,15866100,85.242,86.162,85.075,85.744
PTC,20070220,13223900,85.911,85.994,85.326,85.911
PTC,20070221,18812500,86.496,86.496,84.741,84.992
PTC,20070222,13766500,85.409,85.827,85.075,85.075
PTC,20070223,19398500,85.159,85.242,84.239,84.824
PTC,20070226,3070900,84.824,84.908,84.574,84.657
PTC,20070227,5988400,84.824,84.824,84.072,84.657
PTC,20070228,12097900,84.407,85.744,84.072,84.156
PTC,20070301,16324400,84.156,84.992,83.320,84.072
PTC,20070302,11470400,84.072,84.072,82.150,82.735
PTC,20070305,28186000,80.562,81.064,79.392,80.228
PTC,20070306,11487200,81.064,81.147,80.312,80.646
PTC,20070307,10824100,80.813,80.980,80.479,80.479
PTC,20070308,3543100,80.646,81.064,80.144,80.980
PTC,20070309,9483900,81.231,82.735,80.897,82.150
PTC,20070312,8127600,82.735,83.153,81.983,83.153
PTC,20070313,5497100,83.237,83.320,82.401,82.401
PTC,20070314,6415300,81.899,82.317,81.314,81.816
PTC,20070315,5360400,82.735,82.819,82.234,82.484
PTC,20070316,5410600,82.652,82.735,81.899,82.484
PTC,20070319,1194400,82.652,82.652,82.401,82.652
PTC,20070320,5701200,82.652,82.902,82.317,82.819
PTC,20070321,5885400,82.819,83.571,82.317,83.069
PTC,20070322,3059700,83.487,83.822,83.237,83.654
PTC,20070323,5444000,83.738,84.490,83.487,84.490
PTC,20070326,3363100,84.574,85.075,84.490,84.657
PTC,20070327,1668900,85.242,85.242,83.404,83.654
PTC,20070328,836500,83.989,84.156,83.654,83.989
PTC,20070329,1359300,84.407,84.574,83.654,83.989
PTC,20070330,3677600,84.156,84.156,83.654,83.822
PTC,20070402,3565600,84.156,84.824,83.822,84.323
PTC,20070403,2102200,84.741,84.741,84.072,84.574
PTC,20070404,2828000,84.741,85.744,84.407,85.242
PTC,20070405,1178500,85.242,85.326,84.824,84.908
PTC,20070410,1236400,84.992,85.660,84.992,84.992
PTC,20070411,1812500,85.075,85.159,84.657,85.075
PTC,20070412,3232700,84.574,84.992,84.239,84.407
PTC,20070413,3137800,84.407,85.326,84.407,85.242
PTC,20070416,4842700,85.409,85.744,85.326,85.577
PTC,20070417,5034200,85.660,86.078,85.326,85.994
PTC,20070418,4484500,86.078,86.663,85.827,86.329
PTC,20070419,4332600,86.078,86.663,85.577,86.663
PTC,20070420,3301400,86.830,87.415,86.663,87.081
PTC,20070423,3189500,87.582,87.582,87.164,87.332
PTC,20070424,9529800,87.332,87.582,86.747,87.081
PTC,20070425,3035800,87.164,87.415,86.914,87.332
PTC,20070426,4059500,87.582,87.749,87.332,87.582
PTC,20070427,3940400,87.749,88.334,87.248,87.749
PTC,20070430,1888800,88.167,88.334,87.499,87.499
PTC,20070502,3322100,87.749,87.917,87.248,87.666
PTC,20070503,3327700,87.917,88.418,87.164,87.164
PTC,20070504,3919300,87.415,87.415,86.830,87.081
PTC,20070507,1563200,87.248,87.582,87.081,87.582
PTC,20070508,2673300,87.666,87.833,87.164,87.164
PTC,20070509,2422500,87.499,87.499,87.164,87.499
PTC,20070510,5161600,88.752,89.003,87.582,87.749
PTC,20070511,5181400,87.917,87.917,86.914,87.164
PTC,20070514,7621300,87.582,87.749,87.332,87.666
PTC,20070515,6390200,84.072,84.407,83.320,83.320
PTC,20070516,3457700,83.404,83.571,82.735,82.902
PTC,20070517,2410800,83.320,83.654,82.902,83.320
PTC,20070518,6513300,83.738,84.156,83.654,83.738
PTC,20070521,4922400,84.239,84.657,83.905,83.989
PTC,20070522,4349400,84.239,84.490,83.738,83.989
PTC,20070523,5851000,84.239,84.741,83.905,84.239
PTC,20070524,6502200,84.072,84.490,83.738,84.239
PTC,20070525,4581000,84.239,84.323,83.989,84.239
PTC,20070528,1831700,84.323,84.657,84.239,84.574
PTC,20070529,3975800,84.741,85.326,84.407,84.992
PTC,20070530,8261700,84.992,85.409,84.741,85.242
PTC,20070531,11339100,85.660,86.747,85.493,86.496
PTC,20070601,0,86.747,86.747,86.329,86.412
PTC,20070604,7161700,86.747,86.747,85.744,85.994
PTC,20070605,5465000,86.496,86.496,84.657,84.908
PTC,20070606,6039500,84.992,84.992,83.237,83.571
PTC,20070607,5220700,84.239,84.574,83.487,83.571
PTC,20070608,5814300,83.487,83.487,82.067,82.484
PTC,20070611,4127200,83.153,83.738,82.902,83.571
PTC,20070612,9853400,83.069,86.078,83.069,86.078
PTC,20070613,3674600,86.078,86.412,84.992,85.660
PTC,20070614,10374400,86.496,86.496,85.744,86.496
PTC,20070615,14208200,86.830,86.914,86.579,86.830
PTC,20070618,4733800,86.914,86.997,86.078,86.830
PTC,20070619,4568000,86.830,86.914,86.329,86.830
PTC,20070620,5638900,86.830,86.830,86.412,86.747
PTC,20070621,3502300,86.245,86.663,85.744,85.827
PTC,20070622,3237700,86.162,86.162,84.992,85.744
PTC,20070625,2386300,85.660,86.496,85.577,85.827
PTC,20070626,2903100,85.827,86.245,85.075,85.994
PTC,20070627,4266300,85.994,86.162,84.657,84.992
PTC,20070628,3206500,85.326,85.744,85.075,85.493
PTC,20070629,2985400,85.744,85.994,85.326,85.493
PTC,20070702,3180500,85.493,85.911,84.657,84.741
PTC,20070703,6368500,84.407,85.409,84.407,84.908
PTC,20070704,3226800,84.657,85.242,84.657,84.824
PTC,20070705,1679700,85.159,85.242,84.741,84.908
PTC,20070706,2397800,84.908,85.409,84.824,85.159
PTC,20070709,2317800,85.075,85.827,84.992,85.409
PTC,20070710,7770600,86.245,86.914,85.911,85.911
PTC,20070711,4433800,85.827,86.329,85.075,85.911
PTC,20070712,3565500,85.911,86.830,85.911,86.663
PTC,20070713,4160600,86.830,86.914,85.242,85.660
PTC,20070716,4626300,85.994,87.081,85.493,86.496
PTC,20070717,5580300,86.830,87.081,86.412,86.579
PTC,20070718,3401100,86.412,86.914,86.245,86.412
PTC,20070719,3762700,86.496,86.997,86.412,86.830
PTC,20070720,3808700,86.663,87.081,86.663,86.747
PTC,20070723,5307800,86.914,87.164,86.496,86.997
PTC,20070724,5464800,86.997,87.081,86.078,86.162
PTC,20070725,7147600,86.162,86.496,85.660,85.911
PTC,20070726,5555700,86.496,86.496,84.239,84.407
PTC,20070727,2875600,84.323,85.827,83.654,85.493
PTC,20070730,3558300,85.493,86.078,85.242,85.409
PTC,20070731,3390600,85.827,86.162,85.409,85.911
PTC,20070801,3291000,85.827,85.827,84.407,85.159
PTC,20070802,2554800,85.660,85.744,84.824,85.075
PTC,20070803,3575400,85.075,85.493,84.239,84.657
PTC,20070806,1952200,84.072,84.574,83.654,83.822
PTC,20070807,5175000,84.490,84.992,84.156,84.574
PTC,20070808,4089000,84.741,85.159,84.490,85.075
PTC,20070809,4927100,85.409,85.493,83.320,83.571
PTC,20070810,6798100,82.484,83.237,80.729,80.729
PTC,20070813,4171200,81.482,82.150,81.231,81.565
PTC,20070814,3123200,81.231,81.899,81.064,81.482
PTC,20070815,2914000,81.398,82.819,81.064,81.565
PTC,20070816,5036600,80.897,81.147,79.058,80.897
PTC,20070817,3687400,79.894,82.819,79.476,81.398
PTC,20070820,2838900,81.899,81.899,81.147,81.482
PTC,20070821,3960600,81.231,81.398,80.395,80.980
PTC,20070822,1850400,80.980,82.150,80.813,81.649
PTC,20070823,2037200,82.568,82.652,81.816,82.150
PTC,20070824,2179700,81.983,83.738,81.565,83.571
PTC,20070827,606700,83.571,83.571,82.902,83.153
PTC,20070828,3804700,83.153,83.153,81.649,82.234
PTC,20070829,1454300,81.899,82.986,81.899,82.986
PTC,20070830,1509400,83.320,83.571,82.401,83.320
PTC,20070831,2049600,83.487,84.156,83.153,84.072
PTC,20070903,1264800,84.323,84.574,83.738,84.323
PTC,20070904,3160200,84.407,84.824,83.989,84.824
PTC,20070905,2053200,84.992,84.992,84.323,84.657
PTC,20070906,3086000,84.407,84.574,83.654,84.156
PTC,20070907,1911300,83.654,84.239,82.652,83.487
PTC,20070910,4785800,82.234,83.153,82.234,82.484
PTC,20070911,2704700,82.735,83.487,82.317,82.401
PTC,20070912,5339000,82.568,82.986,81.899,82.484
PTC,20070913,3739800,82.484,84.574,82.234,83.989
PTC,20070914,2454500,83.905,84.908,83.654,83.822
PTC,20070917,1791900,83.989,84.239,82.986,83.404
PTC,20070918,2318800,82.652,83.320,82.317,82.652
PTC,20070919,3324200,83.989,84.156,82.401,82.484
PTC,20070920,1570400,82.484,82.986,82.150,82.317
PTC,20070921,3060700,82.568,84.156,82.401,82.568
PTC,20070924,1317200,82.986,83.404,82.484,82.484
PTC,20070925,2094700,82.317,82.317,80.980,81.816
PTC,20070926,1922400,82.317,82.652,81.482,81.732
PTC,20070927,2282100,82.317,82.986,81.816,82.401
PTC,20070928,3872600,82.401,82.986,81.899,82.150
PTC,20071001,1745200,82.234,82.986,82.067,82.234
PTC,20071002,1774000,82.568,82.902,82.401,82.819
PTC,20071003,2962000,82.735,83.989,82.317,83.905
PTC,20071004,1905000,83.487,83.738,82.986,83.153
PTC,20071005,1084600,83.153,83.487,82.902,83.069
PTC,20071008,1151100,82.986,83.404,82.986,83.153
PTC,20071009,1738000,83.404,83.571,82.986,83.069
PTC,20071010,1839100,83.320,83.320,82.401,82.401
PTC,20071011,3608400,82.568,83.654,82.568,83.487
PTC,20071012,8973500,83.069,86.496,83.069,86.496
PTC,20071015,5710700,86.830,86.914,86.245,86.914
PTC,20071016,3256900,86.245,86.914,86.162,86.914
PTC,20071017,4092600,86.914,87.081,86.162,86.914
PTC,20071018,6566700,86.663,87.499,86.663,87.415
PTC,20071019,2407600,87.081,87.666,86.329,86.496
PTC,20071022,1591700,87.081,86.496,85.660,86.162
PTC,20071023,4546700,86.830,87.749,86.579,87.499
PTC,20071024,7184300,87.332,87.666,86.663,86.747
PTC,20071025,4663400,86.663,87.415,85.744,86.162
PTC,20071026,4244100,86.747,87.415,86.162,86.329
PTC,20071029,10030700,86.329,88.167,86.245,88.000
PTC,20071030,9466000,89.700,93.300,89.500,91.500
PTC,20071031,7006300,91.300,92.600,91.100,92.500
PTC,20071101,4196300,92.200,92.700,90.500,91.100
PTC,20071102,4121900,90.500,92.700,90.100,91.300
PTC,20071105,3992100,90.400,92.200,90.400,92.000
PTC,20071106,14175500,94.300,96.500,93.900,95.000
PTC,20071107,5186900,95.300,96.700,92.000,94.000
PTC,20071108,6354900,92.200,94.200,92.100,92.700
PTC,20071109,3543900,92.600,93.400,91.400,92.000
PTC,20071112,3034000,91.200,93.000,91.200,92.700
PTC,20071113,5660100,92.300,96.500,92.300,94.900
PTC,20071114,6556900,95.800,96.400,92.800,96.000
PTC,20071115,7844500,95.400,96.300,93.000,93.500
PTC,20071116,3178000,93.400,94.900,92.800,94.400
PTC,20071119,4022000,94.500,94.800,92.600,93.000
PTC,20071120,4853300,93.000,94.000,92.400,93.700
PTC,20071121,3073800,93.000,94.000,91.500,91.700
PTC,20071122,4564700,92.100,93.200,92.000,93.200
